Record ID,Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements
951,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum #posuere,8.97E+15,2020-09-08 13:09 +0000,35,3,0.085714286,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
952,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien #eget,3.61E+15,2020-09-08 12:33 +0000,379,5,0.013192612,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0
953,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam #imperdiet,7.34E+15,2020-09-08 12:31 +0000,64,3,0.046875,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
954,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit #sed,6.30E+15,2020-09-08 12:30 +0000,112,3,0.026785714,0,1,1,0,0,0,0,0,0,0,0,0,0,12,1
955,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra #aenean,7.64E+15,2020-09-08 12:23 +0000,760,14,0.018421053,0,1,3,0,1,0,1,0,0,0,0,0,0,8,8
956,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl #elementum,2.39E+15,2020-09-08 12:22 +0000,68,5,0.073529412,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0
957,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus #odio,6.39E+14,2020-09-08 01:06 +0000,186,5,0.02688172,0,1,1,0,1,0,0,0,0,0,0,0,0,66,2
958,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus #proin,8.63E+15,2020-09-08 00:29 +0000,284,17,0.059859155,1,0,3,0,0,0,0,0,0,0,0,0,0,13,13
959,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis #nam,2.17E+15,2020-09-07 16:32 +0000,358,45,0.125698324,0,0,3,0,1,0,0,0,0,0,0,0,0,41,41
960,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in #etiam,8.60E+15,2020-09-06 20:56 +0000,759,9,0.011857708,0,0,1,2,0,0,3,0,0,0,0,0,0,227,3
961,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices #odio,1.97E+15,2020-09-06 15:16 +0000,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper #tortor,9.69E+15,2020-09-06 11:45 +0000,238,16,0.067226891,0,1,1,0,8,0,6,0,0,0,0,0,0,0,0
963,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id #felis,2.06E+15,2020-09-05 23:06 +0000,1162,36,0.030981067,0,2,1,4,0,0,29,0,0,0,0,0,0,0,0
964,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam #lorem,5.15E+15,2020-09-05 22:17 +0000,858,38,0.044289044,0,2,4,5,0,0,27,0,0,0,0,0,0,0,0
965,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis #auctor,7.31E+15,2020-09-04 22:11 +0000,300,11,0.036666667,0,2,8,0,0,0,1,0,0,0,0,0,0,0,0
966,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut #integer,5.14E+15,2020-09-04 19:13 +0000,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et #ultrices,1.43E+15,2020-09-04 18:52 +0000,497,3,0.006036217,0,0,2,0,0,0,0,0,0,0,0,0,0,74,1
968,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus #posuere,7.04E+15,2020-09-04 16:57 +0000,969,63,0.06501548,0,2,13,4,0,0,44,0,0,0,0,0,0,0,0
969,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor #massa,9.72E+15,2020-09-04 16:32 +0000,642,20,0.031152648,0,0,7,1,2,0,7,0,0,0,0,0,0,89,3
970,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea #integer,2.41E+15,2020-09-04 13:34 +0000,589,7,0.01188455,0,0,4,2,0,0,0,0,0,0,0,0,0,97,1
971,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla #aliquet,3.73E+15,2020-09-04 13:10 +0000,597,14,0.023450586,0,0,8,0,0,0,3,0,0,0,0,0,0,78,3
972,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros #eu,2.45E+15,2020-09-03 23:53 +0000,283,8,0.028268551,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0
973,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer #duis,5.45E+15,2020-09-03 18:13 +0000,122,4,0.032786885,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
974,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum #ut,6.26E+15,2020-09-03 12:36 +0000,37,1,0.027027027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
975,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis #praesent,8.33E+15,2020-09-03 10:39 +0000,359,6,0.016713092,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0
976,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat #enim,7.64E+15,2020-09-03 03:17 +0000,400,4,0.01,0,1,1,0,0,1,0,0,0,0,0,0,0,75,1
977,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus #amet,9.37E+15,2020-09-02 19:51 +0000,586,5,0.008532423,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0
978,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus #montes,3.45E+15,2020-09-02 19:22 +0000,1229,38,0.030919447,0,1,28,2,0,0,7,0,0,0,0,0,0,0,0
979,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum #integer,6.63E+14,2020-09-02 14:52 +0000,1224,11,0.008986928,0,1,2,0,0,0,8,0,0,0,0,0,0,0,0
980,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit #proin,6.93E+14,2020-09-02 12:11 +0000,826,15,0.018159806,0,0,6,1,0,0,4,0,0,0,0,0,0,154,4
981,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi #blandit,5.84E+15,2020-09-02 01:36 +0000,124,4,0.032258065,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
982,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor #nisl,9.92E+15,2020-09-01 19:08 +0000,241,5,0.020746888,0,0,1,0,0,0,1,0,0,0,0,0,0,69,3
983,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis #egestas,4.35E+15,2020-09-01 18:10 +0000,79,4,0.050632911,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
984,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis #mauris,2.68E+14,2020-09-01 17:51 +0000,373,11,0.029490617,1,0,6,3,0,0,1,0,0,0,0,0,0,0,0
985,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur #nulla,7.18E+15,2020-09-01 17:25 +0000,342,9,0.026315789,0,0,2,0,0,0,5,0,0,0,0,0,0,64,2
986,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus #sapien,5.04E+15,2020-09-01 17:25 +0000,196,5,0.025510204,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
987,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum #in,2.69E+15,2020-09-01 17:24 +0000,132,3,0.022727273,0,0,2,0,0,0,1,0,0,0,0,0,0,29,0
988,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit #neque,4.58E+15,2020-09-01 17:16 +0000,125,3,0.024,0,0,0,0,0,0,3,0,0,0,0,0,0,15,0
989,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet #id,5.02E+14,2020-09-01 17:11 +0000,118,8,0.06779661,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0
990,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac #convallis,2.53E+15,2020-09-01 17:01 +0000,1101,231,0.209809264,0,0,2,3,217,0,9,0,0,0,0,0,0,0,0
991,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis #natoque,2.25E+15,2020-09-01 16:57 +0000,145,1,0.006896552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
992,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est #eu,2.25E+15,2020-09-01 16:28 +0000,179,1,0.005586592,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0
993,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere #eget,1.50E+15,2020-09-01 15:11 +0000,1677,77,0.045915325,4,1,20,0,33,2,17,0,0,0,0,0,0,0,0
994,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas #integer,8.82E+13,2020-09-01 15:01 +0000,210,4,0.019047619,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
995,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus #pulvinar,4.07E+15,2020-09-01 11:55 +0000,444,11,0.024774775,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0
996,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse #interdum,5.40E+15,2020-09-01 11:16 +0000,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque #sed,7.02E+15,2020-09-01 10:42 +0000,1012,22,0.02173913,0,0,8,2,0,5,4,0,0,0,0,0,0,187,3
998,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui #augue,1.75E+15,2020-10-19 13:14 +0000,273,18,0.065934066,2,0,2,2,1,0,6,0,0,0,0,0,0,5,5
999,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus #velit,6.16E+15,2020-10-17 13:42 +0000,547,30,0.054844607,1,1,9,4,4,0,1,0,0,0,0,0,0,198,10
1000,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper #nisl,5.81E+15,2020-10-17 03:11 +0000,1275,21,0.016470588,0,2,3,0,0,0,16,0,0,0,0,0,0,0,0
1001,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent #nisi,2.38E+15,2020-10-17 01:47 +0000,470,9,0.019148936,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0
1002,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis #odio,4.67E+14,2020-10-16 19:06 +0000,346,4,0.011560694,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
1003,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis #sem,4.43E+15,582,0.136459555,12,4,41,9,37,0,98,0,0,0,0,0,0,381,381,,
1004,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede #libero,9.47E+15,2020-10-16 14:30 +0000,17,1,0.058823529,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1005,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in #sapien,2.44E+15,2020-10-16 12:38 +0000,212,6,0.028301887,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0
1006,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis #aenean,9.84E+15,2020-10-16 11:43 +0000,1044,90,0.086206897,0,1,8,1,1,0,13,0,0,0,0,0,0,66,66
1007,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis #vestibulum,4.64E+15,2020-10-16 03:21 +0000,153,5,0.032679739,0,0,0,0,0,0,4,0,0,0,0,0,0,26,1
1008,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla #interdum,8.58E+15,2020-10-15 18:54 +0000,396,10,0.025252525,0,1,7,0,0,0,2,0,0,0,0,0,0,0,0
1009,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit #ut,8.00E+15,2020-10-15 16:46 +0000,1668,166,0.099520384,2,2,26,0,15,4,13,0,0,0,0,0,0,104,104
1010,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque #sit,7.66E+15,2020-10-15 15:04 +0000,177,2,0.011299435,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1011,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in #morbi,9.44E+15,2020-10-15 14:00 +0000,600,1,0.001666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1012,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc #accumsan,5.68E+15,2020-10-15 13:53 +0000,227,7,0.030837004,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0
1013,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium #blandit,8.51E+15,2020-10-14 19:46 +0000,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum #tortor,5.32E+15,2020-10-14 17:37 +0000,160,6,0.0375,0,0,2,0,0,0,3,0,0,0,0,0,0,16,1
1015,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla #massa,6.52E+15,2020-10-14 17:36 +0000,572,26,0.045454545,1,0,7,0,15,0,3,0,0,0,0,0,0,0,0
1016,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis #eu,5.05E+15,2020-10-14 15:49 +0000,238,3,0.012605042,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1017,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula #tempus,7.01E+15,2020-10-14 12:24 +0000,836,4,0.004784689,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1018,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam #quisque,4.33E+15,2020-10-13 15:08 +0000,933,34,0.036441586,3,0,8,1,14,0,6,0,0,0,0,0,0,175,2
1019,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique #et,9.06E+15,2020-10-13 02:38 +0000,181,2,0.011049724,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1020,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus #montes,2.67E+15,2020-10-13 02:28 +0000,1246,37,0.029695024,0,1,9,1,0,0,26,0,0,0,0,0,0,0,0
1021,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna #adipiscing,1.26E+15,2020-10-13 00:37 +0000,996,40,0.040160643,2,0,8,0,8,0,18,0,0,0,0,0,0,154,4
1022,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices #sit,3.07E+15,2020-10-12 18:59 +0000,175,8,0.045714286,0,0,2,0,0,0,2,0,0,0,0,0,0,60,4
1023,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus #tempus,2.82E+15,2020-10-12 17:27 +0000,153,2,0.013071895,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1024,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut #orci,8.91E+15,2020-10-12 16:48 +0000,166,3,0.018072289,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3
1025,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor #vivamus,5.67E+15,2020-10-12 01:49 +0000,588,9,0.015306122,0,1,1,0,4,0,3,0,0,0,0,0,0,0,0
1026,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices #pharetra,5.06E+15,2020-10-12 00:45 +0000,1119,102,0.091152815,0,0,13,6,0,0,13,0,0,0,0,0,0,70,70
1027,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus #libero,4.34E+15,2020-10-11 17:32 +0000,1001,7,0.006993007,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0
1028,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem #proin,4.03E+15,2020-10-11 02:07 +0000,993,93,0.093655589,0,1,18,0,52,4,6,0,0,0,0,0,0,12,12
1029,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis #ligula,4.96E+15,2020-10-10 18:40 +0000,90,2,0.022222222,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0
1030,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in #nullam,2.02E+15,2020-10-10 02:23 +0000,454,8,0.017621145,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0
1031,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero #quisque,8.17E+15,2020-10-10 02:22 +0000,160,3,0.01875,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1032,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut #mauris,9.46E+15,2020-10-09 21:25 +0000,339,13,0.038348083,0,1,5,0,0,0,7,0,0,0,0,0,0,0,0
1033,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue #felis,9.07E+14,2020-10-09 18:02 +0000,453,27,0.059602649,0,1,8,2,0,0,12,0,0,0,0,0,0,138,4
1034,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris #adipiscing,2.29E+15,2020-10-09 15:19 +0000,1221,53,0.043407043,5,2,9,1,8,0,19,0,0,0,0,0,0,9,9
1035,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit #tellus,4.87E+15,2020-10-09 14:04 +0000,237,18,0.075949367,0,2,10,3,0,0,3,0,0,0,0,0,0,0,0
1036,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus #erat,3.35E+15,2020-10-09 13:44 +0000,868,13,0.014976959,0,0,5,0,0,2,6,0,0,0,0,0,0,0,0
1037,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia #leo,6.59E+15,2020-10-09 12:42 +0000,207,2,0.009661836,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0
1038,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue #vulputate,6.35E+15,2020-10-09 11:35 +0000,159,3,0.018867925,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1039,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui #pharetra,6.43E+15,2020-10-09 03:05 +0000,82,4,0.048780488,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
1040,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique #erat,4.89E+15,70,0.050359712,0,3,16,0,29,0,22,0,0,0,0,0,0,0,0,,
1041,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu #amet,5.65E+15,2020-10-09 00:47 +0000,322,6,0.01863354,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0
1042,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin #nascetur,3.83E+15,2020-10-09 00:47 +0000,30,5,0.166666667,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
1043,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor #et,2.06E+15,2020-10-08 23:35 +0000,165,1,0.006060606,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1044,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa #sit,7.76E+15,2020-10-08 23:16 +0000,427,10,0.023419204,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0
1045,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean #integer,8.58E+15,2020-10-08 22:33 +0000,103,3,0.029126214,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1046,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis #ultrices,8.57E+13,2020-10-08 22:32 +0000,705,20,0.028368794,0,1,11,2,0,0,4,0,0,0,0,0,0,93,2
1047,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis #sed,4.95E+15,2020-10-08 22:22 +0000,201,7,0.034825871,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0
1048,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc #placerat,4.34E+15,2020-10-08 22:19 +0000,175,5,0.028571429,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
1049,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet #erat,6.98E+15,2020-10-08 22:16 +0000,163,10,0.061349693,0,0,2,1,1,0,2,0,0,0,0,0,0,37,4
1050,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae #amet,3.39E+15,2020-10-08 21:11 +0000,280,21,0.075,0,0,1,0,0,0,1,0,0,0,0,0,0,19,19
