INDEX,news_title,언론사,뉴스 게시일자,기사 반응 수,comments,댓글 공감 수,댓글 답글 수,gender_bias,other_bias,none_bias,hate,offensive,none_hate
2283,"""논란에도 LOVE"" 성룡 딸, 연상 여친과 다정한 커플샷 [룩@차이나]""",MBC연예,2022-09-23,10,동성이면 어떻고 연상이면 어때 둘이 좋다는데 쓸데없는 일이 에너미 쓰지 말고 날 추워지는데 취약계층과 유기동물 걱정이나 합시다,1,2,0.098307185,0.255947679,0.532956719,0.177991062,0.368183494,0.300818235
2284,"""누구냐, 말도 안돼""..신동, 31kg 감량 성공→아이돌st 증명사진 공개 [종합]""",스포츠월드,2022-09-10,46,돼지 stays 돼지 ㅋㅋ 그리고 솔직히 남자는 23 넘어가면 애초에 와꾸가 흘러내려서 이성으로 안 보임 근데 하물며 30대에 관리까지 안했다? 이건 뭐 ㅋㅋ,42,311,0.789835393,0.213609248,0.095745072,0.754667997,0.293133765,0.100824289
2285,"""누구냐, 말도 안돼""..신동, 31kg 감량 성공→아이돌st 증명사진 공개 [종합]""",스포츠월드,2022-09-10,46,살빼니까 왜케 느끼하지ㅋㅋ,4,8,0.091568761,0.213747635,0.685098827,0.221265227,0.375557184,0.271643311
2286,"""누구냐, 말도 안돼""..신동, 31kg 감량 성공→아이돌st 증명사진 공개 [종합]""",스포츠월드,2022-09-10,46,살찐돼지들 진짜싫다 남녀노소 돼지들은 개극혐,34,70,0.750150442,0.306714028,0.11325755,0.793005586,0.295999169,0.094310068
2287,"""누구냐, 말도 안돼""..신동, 31kg 감량 성공→아이돌st 증명사진 공개 [종합]""",스포츠월드,2022-09-10,46,전에도 빼서 다이어트약 홍보했던적 있었는데 일부러 찌우고 빼기 반복하는듯,0,11,0.028608374,0.147705451,0.858798206,0.075107411,0.371103138,0.544044673
2288,"""누구냐, 말도 안돼""..신동, 31kg 감량 성공→아이돌st 증명사진 공개 [종합]""",스포츠월드,2022-09-10,46,더 멋지긴한데 통통할때의 신동이 좋다 건강생각하며 뺀건 잘한거같네요 통통이 신동도 그립지만 지금은 정말 꽃미남이네요 최고의 성형은 다이어트 탄수화물줄입시다 모두 건강행쇼,6,42,0.052979928,0.085369915,0.904023528,0.040961202,0.140984178,0.879316032
2289,"""누굴 더 닮았나""...'동상이몽2' 추자현♥우효광 아들 첫 공개""",OSEN,2022-09-10,46,왜 이제 중국에서 돈벌이 끝났니? 참 추잡스럽게 산다,18,31,0.053741358,0.383825094,0.659010351,0.300103784,0.464947343,0.178576589
2290,"""누굴 더 닮았나""...'동상이몽2' 추자현♥우효광 아들 첫 공개""",OSEN,2022-09-10,46,짱깨방송은 짱깨국에서나 하시길,1,1,0.10800238,0.487126112,0.398084819,0.511683404,0.361319661,0.140991032
2291,"""누굴 더 닮았나""...'동상이몽2' 추자현♥우효광 아들 첫 공개""",OSEN,2022-09-10,46,조카따 ㅜㅜ 두뇬 놈다 짱개로 꺼져라ㅜㅜ 저런것들은 돈쳐벌려고 별짖을 다하는것들 이라 진심 개가 웃을일 제발 짱개로커져,2,8,0.374677569,0.469047576,0.220866814,0.712159872,0.326515764,0.084781453
2292,"""누굴 더 닮았나""...'동상이몽2' 추자현♥우효광 아들 첫 공개""",OSEN,2022-09-10,46,배우아니랄까봐 중국인하고 결혼하고 지짜는 모습만 보여주내 ㅋㅋ 감성 팔이 존나역겹다,2,9,0.332290262,0.436070055,0.203838333,0.64794457,0.387634695,0.09183345
2293,"""누굴 더 닮았나""...'동상이몽2' 추자현♥우효광 아들 첫 공개""",OSEN,2022-09-10,46,아무리 나이가 어려도 남편을 존중해주세요 애기도 태어났는데 남편한데 너 라고 하니 정말 듣기 거북하네요,1,1,0.283582151,0.113866687,0.410393685,0.221898735,0.325944841,0.315298736
2294,"""누굴 더 닮았나""...'동상이몽2' 추자현♥우효광 아들 첫 공개""",OSEN,2022-09-10,46,"저도 중국남자와 결혼해서 타국에 살고있지만,, 중국여자에 비하면 추자현은 남편잡는 축에도 못껴요~~ 그냥 애교에요 애교~~",4,5,0.732524455,0.196161389,0.146243155,0.54517287,0.285190314,0.152892843
2295,"""누굴 더 닮았나""...'동상이몽2' 추자현♥우효광 아들 첫 공개""",OSEN,2022-09-10,46,똘아이 추자현이네 남자 잡는여자네,3,7,0.80750823,0.222328797,0.111310102,0.736587167,0.339312673,0.085684694
2296,"""누굴 더 닮았나""...'동상이몽2' 추자현♥우효광 아들 첫 공개""",OSEN,2022-09-10,46,속에 화가 너무 많으신듯 아이도 생기고 부모가 되셧으니 서로 존중해주고 배려해주세요 이거 없으면 안되요 본인도 화면보면서 민망하신듯 내가 왜 이랬지 하시던데,0,3,0.038349237,0.098725669,0.880219698,0.045716044,0.263217032,0.73367703
2297,"""달달함 1도 없어"" '동상2' 안현모♥라이머 부부, 시작부터 '전쟁' 서막 [어저께TV]""",뉴시스,2022-09-10,46,한국년들 지들 수준은 생각치도 않고 가관이네 니네 비위 다 맞춰주면서 살려면 나이차가 최소 20년은 나야 맞춰주지 돈 잘버는 남편 만났으면 고마운줄 알아야지 하나 채워지면 하나 더 내놓으라는 심뽀 징글징글하네,0,5,0.820006967,0.247747377,0.099361718,0.73303014,0.299254566,0.106650785
2298,"""달달함 1도 없어"" '동상2' 안현모♥라이머 부부, 시작부터 '전쟁' 서막 [어저께TV]""",뉴시스,2022-09-10,46,안현모가 아깝다 하는데 나이가 36이다. 그리 아까울것도 없다.,3,3,0.076626293,0.160762608,0.694820285,0.129096195,0.383176804,0.348764271
2299,"""달달함 1도 없어"" '동상2' 안현모♥라이머 부부, 시작부터 '전쟁' 서막 [어저께TV]""",뉴시스,2022-09-10,46,우효광 추자현 나왔으면~ 마누라 좋아^^,0,0,0.05694126,0.082702696,0.846843064,0.067690663,0.203280956,0.657670081
2300,"""달달함 1도 없어"" '동상2' 안현모♥라이머 부부, 시작부터 '전쟁' 서막 [어저께TV]""",뉴시스,2022-09-10,46,캐스팅...어쩔...잼없어...한고은 소이현꺼 보고 채널 돌림!!몇주안하고 하차할꺼 같음,0,0,0.034015253,0.087903336,0.910049319,0.04640352,0.264411479,0.726912975
2301,"""당신 남편=행복"" '동상이몽2' 한고은♥신영수, 생애 첫 시투 '감격' [종합]""",MBC연예,2022-09-10,46,빛투나 해결해라,0,4,0.025288077,0.093373172,0.901539981,0.069840863,0.265843451,0.668290496
2302,"""당신 남편=행복"" '동상이몽2' 한고은♥신영수, 생애 첫 시투 '감격' [종합]""",MBC연예,2022-09-10,46,한고은 부부 재미업어요 ㅠㅠㅠㅠ,2,10,0.047765788,0.070672333,0.915718615,0.043319046,0.162883028,0.826438248
2303,"""당신 남편=행복"" '동상이몽2' 한고은♥신영수, 생애 첫 시투 '감격' [종합]""",MBC연예,2022-09-10,46,역시 남자는 여자를 잘만나야됨,1,4,0.849698782,0.225360587,0.10588374,0.660747886,0.308866024,0.137222067
2304,"""당신 남편=행복"" '동상이몽2' 한고은♥신영수, 생애 첫 시투 '감격' [종합]""",MBC연예,2022-09-10,46,장신영 안나왔으면 좋겠다드세보여 남편 휘어잡는거같이보이는데애데리고 재혼했으면 좀더 잘해야되지않을까,4,10,0.265240252,0.189148605,0.370695055,0.291383684,0.433942735,0.228193536
2305,"""당신 남편=행복"" '동상이몽2' 한고은♥신영수, 생애 첫 시투 '감격' [종합]""",MBC연예,2022-09-10,46,god 박준형이 이 기사를 싫어합니다.,5,10,0.035273653,0.067046717,0.917607665,0.047433797,0.172461376,0.805265307
2306,"""당신 장화사야?""…'나인룸' 김해숙, 김희선 옥중 편지에 위기 [종합]""",마이데일리,2022-09-10,46,김해숙 눈빛 너무 악이 서려있고 얼굴 너무 징그러 그래서 시러,3,5,0.091044508,0.21121937,0.66051501,0.275183856,0.302206963,0.287783206
2307,"""당신 장화사야?""…'나인룸' 김해숙, 김희선 옥중 편지에 위기 [종합]""",마이데일리,2022-09-10,46,"김희선, 연기 안 돼.",33,126,0.027879061,0.082479917,0.918046415,0.068117656,0.279876024,0.650607288
2308,"""당신 장화사야?""…'나인룸' 김해숙, 김희선 옥중 편지에 위기 [종합]""",마이데일리,2022-09-10,46,김희선‥넘 이쁘고 연기도잘하는배우‥대박나길,3,21,0.06045967,0.072066359,0.92675364,0.042991694,0.125141457,0.877771735
2309,"""당신 장화사야?""…'나인룸' 김해숙, 김희선 옥중 편지에 위기 [종합]""",마이데일리,2022-09-10,46,위기는 무슨~~,8,9,0.024875164,0.098828115,0.917499125,0.063198105,0.255711138,0.685617626
2310,"""당신 장화사야?""…'나인룸' 김해숙, 김희선 옥중 편지에 위기 [종합]""",마이데일리,2022-09-10,46,김희선 연기 계속햇음함,2,4,0.042183131,0.064991802,0.937269092,0.051006213,0.165055841,0.839898825
2311,"""더이상 피해 없길""..김재중, 오사카 지진에 위로 전해""",스포티비뉴스,2022-09-10,46,정신빠진놈이구만 일본놈을 위로하냐,15,50,0.240454003,0.440901339,0.364449978,0.626042306,0.368458092,0.102022529
2312,"""더이상 피해 없길""..김재중, 오사카 지진에 위로 전해""",스포티비뉴스,2022-09-10,46,얜 왜 기부를 항상 일본에만 하지???대체 왜그러니??돈은 일본에서만 벌었니?,2,8,0.0687977,0.356377035,0.624230683,0.300938547,0.496647149,0.186561972
2313,"""더이상 피해 없길""..김재중, 오사카 지진에 위로 전해""",스포티비뉴스,2022-09-10,46,우리의 주적은 짱개다 일본이아니라.. 미국과 잘만지내면 독도문제는 걱정할필요가없음..,2,8,0.234193325,0.449495435,0.242775127,0.499875456,0.436643362,0.203044087
2314,"""독기는 채웠다"" '아스달연대기' 송중기, 아스달 입성‥김지원 구할까""",엑스포츠뉴스,2022-06-17,38,재미에 몰입감 최고던데.너무 비꼬는 분들이 많네요.드라마로써 재미있음 된거지..,1,4,0.036750522,0.093079358,0.926621795,0.039773148,0.183454111,0.841643453
2315,"""독기는 채웠다"" '아스달연대기' 송중기, 아스달 입성‥김지원 구할까""",엑스포츠뉴스,2022-06-17,38,은섬이가 아스달에서 어떤 활약을 펼쳐질지 흥미진지 하게 보고 있어요~~은섬이 화이팅!!!,1,2,0.041592143,0.075446725,0.918964446,0.049211279,0.133613884,0.857975841
2316,"""독기는 채웠다"" '아스달연대기' 송중기, 아스달 입성‥김지원 구할까""",엑스포츠뉴스,2022-06-17,38,송중기연기너무잘해요 열심히보고있어요 화이팅 중기,14,114,0.062980138,0.073852286,0.935845017,0.045222357,0.138033614,0.875585496
2317,"""독기는 채웠다"" '아스달연대기' 송중기, 아스달 입성‥김지원 구할까""",엑스포츠뉴스,2022-06-17,38,은섬이 개멋짐... 벌써 홀릭,1,3,0.032089397,0.08085113,0.916050732,0.047680296,0.177448243,0.794092059
2318,"""독기는 채웠다"" '아스달연대기' 송중기, 아스달 입성‥김지원 구할까""",엑스포츠뉴스,2022-06-17,38,찌질이들 보기싫음 안보면 될것을 보면서 찡얼대네 모지리들 ㅋㅋ 왜사냐 모지리들아 ㅋㅋ,1,6,0.28363362,0.429939061,0.238074064,0.654004574,0.307385415,0.07486213
2319,"""독기는 채웠다"" '아스달연대기' 송중기, 아스달 입성‥김지원 구할까""",엑스포츠뉴스,2022-06-17,38,벌써 궁금해집니다...,1,9,0.038728837,0.074193381,0.934992433,0.047467735,0.168833345,0.838236749
2320,"""독기는 채웠다"" '아스달연대기' 송중기, 아스달 입성‥김지원 구할까""",엑스포츠뉴스,2022-06-17,38,난 너무 재미있음송중기 눈빛 와 설렘~~~말타는거보고 외국 영화인줄~~~장동건 중후하고 분위기 있고 역시란 말이 절로 나온다~한류가 커져서 이런 퀄리티 드라마를 볼수 있는거에 감사한다~,0,463,0.043740738,0.099787146,0.910755873,0.039990574,0.158164233,0.829059005
2321,"""독기는 채웠다"" '아스달연대기' 송중기, 아스달 입성‥김지원 구할까""",엑스포츠뉴스,2022-06-17,38,무슨 해외영화 보는 것 같네,61,919,0.021434272,0.169379815,0.866087854,0.097768173,0.300299942,0.564473987
2322,"""독보적인 소화력"" 한예슬, 핑크빛 염색 후 '여신 미모 발산'""",스포츠조선,2022-06-17,38,드라마 찍다가 도망 갔었지.,1,1,0.024576277,0.146180212,0.876475453,0.099645928,0.323558658,0.473510951
2323,"""독보적인 소화력"" 한예슬, 핑크빛 염색 후 '여신 미모 발산'""",스포츠조선,2022-06-17,38,진짜 50 다 되어가는데 저 정도 미모면 대단한 거죠~~~,2,6,0.037364379,0.084352463,0.926632762,0.042707767,0.17801632,0.82823956
2324,"""독보적인 소화력"" 한예슬, 핑크빛 염색 후 '여신 미모 발산'""",스포츠조선,2022-06-17,38,여자는 역시 꾸미기전과 후가 하늘과땅차이....진짜미인은 청바지에 싸구려 면티만 입어도 빛이나더라,2,5,0.764809072,0.178122595,0.135737464,0.578043222,0.276667237,0.15833807
2325,"""독보적인 소화력"" 한예슬, 핑크빛 염색 후 '여신 미모 발산'""",스포츠조선,2022-06-17,38,이년은 촬영거부로 미국으로 튄년이 뻔뻔하기 그지없게 튀나오네 ㅋㅋㅋ,2,2,0.41167441,0.408034056,0.216005892,0.714950085,0.363384694,0.062307477
2326,"""독보적인 소화력"" 한예슬, 핑크빛 염색 후 '여신 미모 발산'""",스포츠조선,2022-06-17,38,ㅋㅋㅋ돈떨어졌냐??? 뭐만하면 기어들어와 ㅉㅉ 연기하다가 또 니상황 ㅈ됐다싶으면 그냥 또 토낄려고???이순재 배우가 너 그딴식으로 해서 싫어하는거야. 이쁜척은 졸라 해대면서 책임감 없는년,2,5,0.395304114,0.365243524,0.214400128,0.617671728,0.41398108,0.07589028
2327,"""독보적인 소화력"" 한예슬, 핑크빛 염색 후 '여신 미모 발산'""",스포츠조선,2022-06-17,38,남자 하나 잘 물은 에이급 술집언니같아. 나두 진심으로 키가 컸으면 호스트하겠다. 얼굴은 마츠모토준 황찬성 닮았다고들 그러네.,2,5,0.642885685,0.207444608,0.142507955,0.593343735,0.346556038,0.113313608
2328,"""돈 쉽게 벌려고 했어요?""…'골목식당' 조보아, 백종원급 독설""",디스패치,2022-06-17,38,백프로 김성주 오더받으면서 몰카한부분이겠지만 조보아씨는 이미 그동안 표정으로 다 말해줘서 ㅎㅎㅎ,8,18,0.030565454,0.107412539,0.87737143,0.070981026,0.301222652,0.599926949
2329,"""돈 쉽게 벌려고 했어요?""…'골목식당' 조보아, 백종원급 독설""",디스패치,2022-06-17,38,조보아 손이 정말 빠르다. 밤에도 잘해줄듯~~,0,3,0.042992711,0.070483364,0.924195051,0.050140437,0.158333242,0.846577883
2330,"""돈 쉽게 벌려고 했어요?""…'골목식당' 조보아, 백종원급 독설""",디스패치,2022-06-17,38,미친...얼굴 반반한거 하나로 뜬 애가 할소리냐..,3,7,0.165756941,0.346235305,0.401445717,0.371785223,0.494109184,0.096330814
2331,"""돈 쉽게 벌려고 했어요?""…'골목식당' 조보아, 백종원급 독설""",디스패치,2022-06-17,38,역시 조보아~~!!역시 마인드하나는 최고야!!,2,4,0.02838636,0.092877284,0.910564482,0.057428759,0.186524063,0.798978031
2332,"""돈 쉽게 벌려고 했어요?""…'골목식당' 조보아, 백종원급 독설""",디스패치,2022-06-17,38,근데 지가 뭔데 독설임 ㅋㅋ 백종원 급도 아니고 요리관련 종사자도 아니고 ㅋㅋ 지가 유명 쉐프라도 된 것 만양 착각에 빠졌네 ㅋㅋ,1,2,0.061681174,0.349255443,0.546702623,0.286395639,0.464481682,0.206742376
2333,"""돈 쉽게 벌려고 했어요?""…'골목식당' 조보아, 백종원급 독설""",디스패치,2022-06-17,38,놀고잇네 ㅋㅋㅋㅋㅋ 연기연습이나해라 ㅋㅋㅋ 지가무슨 맨날 예능만 찍어싸고이쁘가이쁘다 하니까 신났네,47,206,0.093350932,0.376270592,0.429924071,0.398720413,0.440474838,0.137298197
2334,"""돈 쉽게 벌려고 했어요?""…'골목식당' 조보아, 백종원급 독설""",디스패치,2022-06-17,38,내가 보기에 얘는 아주 오래 갈 연예인이라고 본다.,10,19,0.02829314,0.115802847,0.904596269,0.056342956,0.278785408,0.672123969
2335,"""돈 쉽게 벌려고 했어요?""…'골목식당' 조보아, 백종원급 독설""",디스패치,2022-06-17,38,조보아 완전 맞는 말 했네 여기서 조보아 욕하는 사람들은 뭐냐 ㅎ 돈 쉽게 버는 연예인? 조보아는 아닌것같은데 연기도 발전하고 있고 타코야키 일주일 연습해서 저 사장만큼 하는데 못 할 말은 아닌듯,0,10,0.031620476,0.218191952,0.769960761,0.093847238,0.356151223,0.482641816
2336,"""딩크족or출산"" '동상2' 안현모♥라이머, 금연해도 풀리지 않는 '부모'란 숙제 [어저께TV]""",스포츠경향,2022-06-17,38,내가 아는 딩크분들 40대부터는 아이를 부러운 모냥이다아이가 있으면 더 화목한 가정이된다,4,10,0.202309325,0.26595363,0.356319934,0.230390951,0.323719382,0.388781935
2337,"""딩크족or출산"" '동상2' 안현모♥라이머, 금연해도 풀리지 않는 '부모'란 숙제 [어저께TV]""",스포츠경향,2022-06-17,38,라이머 그냥 이혼 하고 좋은 여자 만나세요 어마어마 한 재력 에 그정도 능력이면 언능 좋은 여자 만나는게 상책 남편이 이기적이면 본인은 이기적이 아니라는거야 머야 참 생각하고는 역시 한국여자 지생각만 한다,2,13,0.729135573,0.231601492,0.114159547,0.578369617,0.374398291,0.127647325
2338,"""딩크족or출산"" '동상2' 안현모♥라이머, 금연해도 풀리지 않는 '부모'란 숙제 [어저께TV]""",스포츠경향,2022-06-17,38,자발적 무자녀부부 좋을까?나이들어갈수록 아이가 행복 이던데,2,15,0.628343582,0.297204882,0.154683292,0.504306912,0.305878401,0.172729254
2339,"""딩크족or출산"" '동상2' 안현모♥라이머, 금연해도 풀리지 않는 '부모'란 숙제 [어저께TV]""",스포츠경향,2022-06-17,38,안현모 애 낳기 싫은거 간접적으로 티냄 라이머 빡침 끝... 이기적인 안현모의 태도에 실망한듯 쯧..,0,20,0.240944773,0.254787445,0.3272596,0.351558208,0.412550539,0.149341375
2340,"""딩크족or출산"" '동상2' 안현모♥라이머, 금연해도 풀리지 않는 '부모'란 숙제 [어저께TV]""",스포츠경향,2022-06-17,38,야이 방구석 폐인 주부들아 집에서 애나 쳐봐 남편 도움탓하지말고 한심한것들,1,6,0.782044709,0.246032044,0.108069524,0.742205739,0.292875707,0.101752736
2341,"""따로 또 같이"" 송혜교♥송중기, 파리서 전한 근황""",스포츠동아,2022-06-17,38,진짜 창피하다 ㅋㅋㅋ 서양인들이 동양인은다 저렇게 ugly한줄 알듯;;,3,4,0.420907915,0.397698641,0.17310518,0.637957215,0.395028591,0.100800328
2342,"""따로 또 같이"" 송혜교♥송중기, 파리서 전한 근황""",스포츠동아,2022-06-17,38,화교년 아니냐,6,194,0.218060642,0.263650835,0.362763286,0.532738626,0.257469833,0.120738007
2343,"""따로 또 같이"" 송혜교♥송중기, 파리서 전한 근황""",스포츠동아,2022-06-17,38,요즘 노력하는 모습이 많이 줄은것같기도..,16,62,0.040684655,0.087032415,0.926651478,0.047571145,0.158423498,0.874008238
2344,"""따로 또 같이"" 송혜교♥송중기, 파리서 전한 근황""",스포츠동아,2022-06-17,38,언젠가는 젊은 여자가 좋다는걸 알겠지?,1,5,0.753929853,0.171624482,0.133913159,0.500222683,0.332729936,0.163435534
2345,"""따로 또 같이"" 송혜교♥송중기, 파리서 전한 근황""",스포츠동아,2022-06-17,38,송중기 얼굴이 헬쓱해졌어,0,8,0.051138699,0.10231328,0.86641413,0.087902732,0.23556979,0.582235634
2346,"""따로 또 같이"" 송혜교♥송중기, 파리서 전한 근황""",스포츠동아,2022-06-17,38,"이창훈,이병헌,유아인,비,현빈..그중에 송중기랑 결혼은 진짜 심하다. 솔직히 송중기랑 이혼하면 좋겠다",5,9,0.205166698,0.150808007,0.57845974,0.138154641,0.341056317,0.42878902
2347,"""또 일어나지 않길""...'어서와' 터키 3人, UN공원서 전사자 추모·눈물(종합)""",텐아시아,2022-06-17,38,조만간 얘네들도 적폐로 몰리겠네ㅋㅋ문재앙이 싫어하는6.25 다뤄서ㅋㅋ,1,2,0.133818313,0.504883587,0.337080985,0.551664114,0.380337894,0.125343889
2348,"""또 일어나지 않길""...'어서와' 터키 3人, UN공원서 전사자 추모·눈물(종합)""",텐아시아,2022-06-17,38,근데 지겹지 않나... 매번 같은 패턴의 어한첨. 추모는 감사하지만.,1,1,0.025824456,0.102986887,0.917012334,0.056225035,0.281935662,0.736441612
2349,"""또 일어나지 않길""...'어서와' 터키 3人, UN공원서 전사자 추모·눈물(종합)""",텐아시아,2022-06-17,38,전쟁기념관 가는게 이제 추세여?,0,5,0.024386888,0.144723982,0.868644238,0.095940255,0.327151239,0.498701364
2350,"""또 일어나지 않길""...'어서와' 터키 3人, UN공원서 전사자 추모·눈물(종합)""",텐아시아,2022-06-17,38,"우익넘들 편에 선게 뭔 자랑이라고..덕분에 이승만,박정희,전두환,노태우,김영삼,이명박그네..쓰레기악마들 보게됐지.",14,168,0.145831093,0.53396982,0.297235817,0.654972672,0.33386603,0.140247166
2351,"""또 일어나지 않길""...'어서와' 터키 3人, UN공원서 전사자 추모·눈물(종합)""",텐아시아,2022-06-17,38,형제의 나라는 개뿔 러시아침공이 무서워서 나토 가입하려고 625 참전한거임.. 그것도 터키에서 핏박받는 소수민족들만.. 나토가입하고 바로 군대 뺐음..그리고 625때 참전국중에서 가장 강간을 많이 했던 부대가 터키군임..,2,3,0.228323862,0.478009403,0.268152416,0.541676998,0.332634658,0.168499544
2352,"""러브스토리→탈모고백"" '냉부해' 고지용♥허양임, 솔직달콤 '비주얼' 부부 (ft.승재) [어저께TV]""",스포츠조선,2022-06-17,7,방송안한다 하면서 젝키 공연에선 꼰대 처럼 서있더니... 요즘 재미 들리신듯~~~,2,3,0.059015695,0.334846616,0.622083545,0.188683689,0.448988676,0.257743984
2353,"""러브스토리→탈모고백"" '냉부해' 고지용♥허양임, 솔직달콤 '비주얼' 부부 (ft.승재) [어저께TV]""",스포츠조선,2022-06-17,7,여자가 너무아까움,6,65,0.796885967,0.129211605,0.15831475,0.511008263,0.315127403,0.200674221
2354,"""러브스토리→탈모고백"" '냉부해' 고지용♥허양임, 솔직달콤 '비주얼' 부부 (ft.승재) [어저께TV]""",스포츠조선,2022-06-17,7,젝키는싫고 방송욕심은나고~~~,0,0,0.062379342,0.190198854,0.753664196,0.10369809,0.392919719,0.346673548
2355,"""러브스토리→탈모고백"" '냉부해' 고지용♥허양임, 솔직달콤 '비주얼' 부부 (ft.승재) [어저께TV]""",스포츠조선,2022-06-17,7,젝키활동은 싫고 방송으로 쉽게 돈은 벌고 싶곸ㅋㅋㅌㅌ시발 부자됐겠네,2,5,0.115070879,0.304602981,0.531261623,0.232529759,0.43377319,0.190632656
2356,"""러브스토리→탈모고백"" '냉부해' 고지용♥허양임, 솔직달콤 '비주얼' 부부 (ft.승재) [어저께TV]""",스포츠조선,2022-06-17,7,슈돌하차해도 승재랑도같이 방송 출연 해주세요~~승재 너무 보고싶을듯ㅠ 가족 행복하세요♡,1,2,0.042315811,0.079077348,0.924427152,0.040939368,0.154625803,0.85522753
2357,"""마음 고생""…나영석·정유미, 황당 불륜 지라시→방송작가 검거→벌금형 선고 [종합]""",스포츠동아,2022-06-17,7,"꼴랑 이백 ,삼백?너무 한거 아녀?이억,삼억 해도 모자랄판인데!",1,2,0.025346583,0.120721549,0.898897946,0.054045551,0.275568932,0.705287337
2358,"""마음 고생""…나영석·정유미, 황당 불륜 지라시→방송작가 검거→벌금형 선고 [종합]""",스포츠동아,2022-06-17,7,마음고생은 뭔~ 걍 자연스레 지나갈 일이지. 진짜 뭔가가 없다면,2,6,0.02540371,0.104502514,0.902437627,0.049378671,0.280262053,0.686355472
2359,"""마음 고생""…나영석·정유미, 황당 불륜 지라시→방송작가 검거→벌금형 선고 [종합]""",스포츠동아,2022-06-17,7,작가니 얼마나 그럴듯하게 지어냈겠어~ 그 타고난 재주를 저따위에 쓰다니.. 쯧~,1,4,0.04447417,0.269836396,0.74191159,0.219471723,0.437897503,0.243909106
2360,"""마음 고생""…나영석·정유미, 황당 불륜 지라시→방송작가 검거→벌금형 선고 [종합]""",스포츠동아,2022-06-17,7,예전에 서인영이 방송작가들한테 개폭발한건 이유가 있었네,3,5,0.037620649,0.219648376,0.771794975,0.15460588,0.369500309,0.331412703
2361,"""마음 고생""…나영석·정유미, 황당 불륜 지라시→방송작가 검거→벌금형 선고 [종합]""",스포츠동아,2022-06-17,7,뭐? 깜놀 설마...말도 안돼.유부남아녀?,1,11,0.627816975,0.219314858,0.175524101,0.53829366,0.371754408,0.102846198
2362,"""마음 고생""…나영석·정유미, 황당 불륜 지라시→방송작가 검거→벌금형 선고 [종합]""",스포츠동아,2022-06-17,7,방송작가들이니까 더 믿음이가는걸???,1,6,0.030775692,0.095173471,0.91287905,0.045152005,0.235667065,0.785942435
2363,"""마음 고생""…나영석·정유미, 황당 불륜 지라시→방송작가 검거→벌금형 선고 [종합]""",스포츠동아,2022-06-17,7,예능 하나 했다고 불륜설 ㅋㅋ 믿는 게 더 이상했음. 그럼 이서진은 본처냐 참나 ㅋㅋㅋ,1,4,0.053483941,0.208194509,0.695815384,0.164703935,0.473970294,0.277239352
2364,"""마음 고생""…나영석·정유미, 황당 불륜 지라시→방송작가 검거→벌금형 선고 [종합]""",스포츠동아,2022-06-17,7,삼시세끼찍고 남은 동물들이 불쌍해서 두번다시 나영석이 피디한거 절대 안본다,2,2,0.103619054,0.25667417,0.624375105,0.266043067,0.390267134,0.291997284
2365,"""마음 고생""…나영석·정유미, 황당 불륜 지라시→방송작가 검거→벌금형 선고 [종합]""",스포츠동아,2022-06-17,7,작가의 재능을 이런일에 써야하냐? 더 세게 처벌해야하는데.,17,46,0.033433627,0.175287887,0.841476679,0.085870236,0.357770085,0.498803735
2366,"""마트에 다른 지인들도.."" 현빈·손예진, 美여행·데이트 '이유있는 부인'(종합)[Oh!쎈 이슈]""",디스패치,2022-06-17,7,나 현빈 닮았는데ㅋ,2,3,0.039240971,0.070259966,0.928175509,0.048317924,0.193807572,0.81115061
2367,"""마트에 다른 지인들도.."" 현빈·손예진, 美여행·데이트 '이유있는 부인'(종합)[Oh!쎈 이슈]""",디스패치,2022-06-17,7,난 절대로 현빈이랑은 안논다 @.@,0,0,0.042313755,0.159746498,0.785979927,0.148866534,0.380340546,0.414014131
2368,"""마트에 다른 지인들도.."" 현빈·손예진, 美여행·데이트 '이유있는 부인'(종합)[Oh!쎈 이슈]""",디스패치,2022-06-17,7,솔직히 현빈 별로임. 뭐가 멋있다는거지? 가식덩어리같은데 엄청 폼잡음. 조인성이나 소지섭이 훨씬 나음,7,37,0.043338124,0.169127598,0.78048861,0.089434475,0.352856606,0.527938545
2369,"""마트에 다른 지인들도.."" 현빈·손예진, 美여행·데이트 '이유있는 부인'(종합)[Oh!쎈 이슈]""",디스패치,2022-06-17,7,현빈이 부럽다. 이쁜여자 다 후리고...,1,4,0.632686853,0.149352849,0.176828936,0.421211362,0.34814772,0.179316342
2370,"""마트에 다른 지인들도.."" 현빈·손예진, 美여행·데이트 '이유있는 부인'(종합)[Oh!쎈 이슈]""",디스패치,2022-06-17,7,사귐 사귄다고 말함되지 참 답답따,3,28,0.062305313,0.183646604,0.719707072,0.201328158,0.412534386,0.251660407
2371,"""만삭몸 이끌고""‥하시시박, 아들 시하와 행복 데이트""",텐아시아,2022-06-17,7,가족들이 다 인물이 없네 ㅉㅉ,1,3,0.030922901,0.236971766,0.785039663,0.145657092,0.414776117,0.367412865
2372,"""만삭몸 이끌고""‥하시시박, 아들 시하와 행복 데이트""",텐아시아,2022-06-17,7,하시시박 참 수수하고 매력적이에요. 성형으로 다 똑같은 얼굴들만 보다가 너무 신선하고 예뻐요,7,25,0.047603544,0.08158537,0.895730913,0.045756545,0.180928618,0.827005684
